street_id,name,name_ja,klass,length_m,width_m,lanes,speed_kmh,oneway,centrality
2905,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0598
2906,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0598
2907,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0597
2908,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0597
2909,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0596
2910,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0596
2911,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0595
2912,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0595
2913,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0594
2914,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0594
2915,Kami-IshiTani-dōri,上石谷通り,collector,7.9,13.0,2,40.0,False,0.0594
2916,Kami-IshiTani-dōri,上石谷通り,collector,7.1,13.0,2,40.0,False,0.0593
2917,Kami-IshiTani-dōri,上石谷通り,collector,7.9,13.0,2,40.0,False,0.0593
2918,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0592
2919,Kami-IshiTani-dōri,上石谷通り,collector,7.9,13.0,2,40.0,False,0.0592
2920,Kami-IshiTani-dōri,上石谷通り,collector,7.1,13.0,2,40.0,False,0.0591
2921,Kami-IshiTani-dōri,上石谷通り,collector,7.9,13.0,2,40.0,False,0.0591
2922,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.059
2923,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.059
2924,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0589
2925,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0589
2926,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0588
2927,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0588
2928,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0587
2929,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0587
2930,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0587
2931,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0586
2932,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0586
2933,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0585
2934,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0585
2935,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0584
2936,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0584
2937,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0583
2938,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0583
2939,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0582
2940,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0582
2941,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0581
2942,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0581
2943,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0581
2944,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.058
2945,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.058
2946,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0579
2947,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0579
2948,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0578
2949,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0578
2950,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0577
2951,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0577
2952,Kami-IshiTani-dōri,上石谷通り,local,3.1,7.5,2,30.0,False,0.0
2953,Kami-IshiTani-dōri,上石谷通り,collector,11.0,13.0,2,40.0,False,0.0312
2954,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0047
2955,Kami-IshiTani-dōri,上石谷通り,local,13.8,7.5,2,30.0,False,0.0047
2956,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0024
2957,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0002
2958,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0001
2959,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0001
2960,Kami-IshiTani-dōri,上石谷通り,collector,4.9,13.0,2,40.0,False,0.0262
2961,Kami-IshiTani-dōri,上石谷通り,collector,5.1,13.0,2,40.0,False,0.0269
2962,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0015
2963,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0014
2964,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0014
2965,Kami-IshiTani-dōri,上石谷通り,local,8.6,7.5,2,30.0,False,0.0013
2966,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0009
2967,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0004
2968,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
2969,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
2970,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
2971,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0002
2972,Kami-IshiTani-dōri,上石谷通り,local,5.0,7.5,2,30.0,False,0.0002
2973,Kami-IshiTani-dōri,上石谷通り,local,9.2,7.5,2,30.0,False,0.0001
2974,Kami-IshiTani-dōri,上石谷通り,collector,9.8,13.0,2,40.0,False,0.0255
2975,Kami-IshiTani-dōri,上石谷通り,local,2.7,7.5,2,30.0,False,0.0
2976,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0479
2977,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0383
2978,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.033
2979,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0341
2980,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.034
2981,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.034
2982,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.034
2983,Kami-IshiTani-dōri,上石谷通り,collector,11.6,13.0,2,40.0,False,0.0172
2984,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0005
2985,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0004
2986,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0004
2987,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0004
2988,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0003
2989,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0003
2990,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0002
2991,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0004
2992,Kami-IshiTani-dōri,上石谷通り,local,10.6,7.5,2,30.0,False,0.0005
2993,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0005
2994,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0004
2995,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0004
2996,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0004
2997,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0003
2998,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0003
2999,Kami-IshiTani-dōri,上石谷通り,local,8.3,7.5,2,30.0,False,0.0003
3000,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0003
3001,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.003
3002,Kami-IshiTani-dōri,上石谷通り,local,9.2,7.5,2,30.0,False,0.0047
3003,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0037
3004,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0037
3005,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0036
3006,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0036
3007,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0035
3008,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0035
3009,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0035
3010,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0035
3011,Kami-IshiTani-dōri,上石谷通り,local,7.8,7.5,2,30.0,False,0.0035
3012,Kami-IshiTani-dōri,上石谷通り,local,2.5,7.5,2,30.0,False,0.0
3013,Kami-IshiTani-dōri,上石谷通り,local,8.9,7.5,2,30.0,False,0.0021
3014,Kami-IshiTani-dōri,上石谷通り,local,2.3,7.5,2,30.0,False,0.0
3015,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0006
3016,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0005
3017,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0005
3018,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0005
3019,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0004
3020,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0004
3021,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0004
3022,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0004
3023,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
3024,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
3025,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
3026,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
3027,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0003
3028,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0002
3029,Kami-IshiTani-dōri,上石谷通り,local,11.6,7.5,2,30.0,False,0.0011
3030,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0017
3031,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0016
3032,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0015
3033,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0015
3034,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0015
3035,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0014
3036,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0014
3037,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0014
3038,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0014
3039,Kami-IshiTani-dōri,上石谷通り,local,4.1,7.5,2,30.0,False,0.0014
3040,Kami-IshiTani-dōri,上石谷通り,local,5.9,7.5,2,30.0,False,0.0013
3041,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3042,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3043,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0012
3044,Kami-IshiTani-dōri,上石谷通り,local,9.0,7.5,2,30.0,False,0.0013
3045,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0008
3046,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0001
3047,Kami-IshiTani-dōri,上石谷通り,local,7.1,7.5,2,30.0,False,0.0001
3048,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0007
3049,Kami-IshiTani-dōri,上石谷通り,local,9.2,7.5,2,30.0,False,0.001
3050,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0007
3051,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0007
3052,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0007
3053,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0007
3054,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0007
3055,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0007
3056,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0008
3057,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0008
3058,Kami-IshiTani-dōri,上石谷通り,local,7.5,7.5,2,30.0,False,0.0015
3059,Kami-IshiTani-dōri,上石谷通り,local,2.5,7.5,2,30.0,False,0.0
3060,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0018
3061,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0015
3062,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0015
3063,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0014
3064,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0014
3065,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0017
3066,Kami-IshiTani-dōri,上石谷通り,local,13.2,7.5,2,30.0,False,0.0018
3067,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0018
3068,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0018
3069,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0018
3070,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0017
3071,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0017
3072,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0017
3073,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0017
3074,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0017
3075,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0017
3076,Kami-IshiTani-dōri,上石谷通り,local,4.6,7.5,2,30.0,False,0.0024
3077,Kami-IshiTani-dōri,上石谷通り,local,5.4,7.5,2,30.0,False,0.0027
3078,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0024
3079,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0024
3080,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0024
3081,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0023
3082,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0023
3083,Kami-IshiTani-dōri,上石谷通り,local,12.3,7.5,2,30.0,False,0.0023
3084,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0024
3085,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0023
3086,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0023
3087,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0183
3088,Kami-IshiTani-dōri,上石谷通り,collector,7.6,13.0,2,40.0,False,0.0172
3089,Kami-IshiTani-dōri,上石谷通り,local,7.1,7.5,2,30.0,False,0.0001
3090,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0001
3091,Kami-IshiTani-dōri,上石谷通り,collector,8.4,13.0,2,40.0,False,0.0172
3092,Kami-IshiTani-dōri,上石谷通り,collector,7.9,13.0,2,40.0,False,0.0343
3093,Kami-IshiTani-dōri,上石谷通り,collector,7.1,13.0,2,40.0,False,0.0343
3094,Kami-IshiTani-dōri,上石谷通り,collector,6.0,13.0,2,40.0,False,0.0336
3095,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0329
3096,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0328
3097,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0328
3098,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0328
3099,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0328
3100,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0328
3101,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0327
3102,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0327
3103,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0327
3104,Kami-IshiTani-dōri,上石谷通り,collector,6.2,13.0,2,40.0,False,0.0327
3105,Kami-IshiTani-dōri,上石谷通り,collector,6.3,13.0,2,40.0,False,0.0165
3106,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0003
3107,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0002
3108,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0002
3109,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0002
3110,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0002
3111,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0002
3112,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0001
3113,Kami-IshiTani-dōri,上石谷通り,local,9.9,7.5,2,30.0,False,0.0007
3114,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0013
3115,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0013
3116,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3117,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3118,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0012
3119,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3120,Kami-IshiTani-dōri,上石谷通り,local,12.7,7.5,2,30.0,False,0.0013
3121,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0013
3122,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0013
3123,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0012
3124,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0012
3125,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0012
3126,Kami-IshiTani-dōri,上石谷通り,local,7.1,7.5,2,30.0,False,0.0012
3127,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0012
3128,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0012
3129,Kami-IshiTani-dōri,上石谷通り,local,7.8,7.5,2,30.0,False,0.0011
3130,Kami-IshiTani-dōri,上石谷通り,local,2.2,7.5,2,30.0,False,0.0
3131,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0007
3132,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0003
3133,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0003
3134,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0003
3135,Kami-IshiTani-dōri,上石谷通り,local,7.1,7.5,2,30.0,False,0.0003
3136,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0002
3137,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0002
3138,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0002
3139,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0002
3140,Kami-IshiTani-dōri,上石谷通り,collector,8.2,13.0,2,40.0,False,0.0172
3141,Kami-IshiTani-dōri,上石谷通り,local,4.3,7.5,2,30.0,False,0.0
3142,Kami-IshiTani-dōri,上石谷通り,collector,12.9,13.0,2,40.0,False,0.0347
3143,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0346
3144,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0346
3145,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0346
3146,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0346
3147,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0346
3148,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0346
3149,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0345
3150,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0345
3151,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0345
3152,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0345
3153,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0345
3154,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0345
3155,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0344
3156,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0344
3157,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0344
3158,Kami-IshiTani-dōri,上石谷通り,collector,14.1,13.0,2,40.0,False,0.0344
3159,Kami-IshiTani-dōri,上石谷通り,collector,12.5,13.0,2,40.0,False,0.0344
3160,Kami-IshiTani-dōri,上石谷通り,collector,11.2,13.0,2,40.0,False,0.0344
3161,Kami-IshiTani-dōri,上石谷通り,collector,10.3,13.0,2,40.0,False,0.0344
3162,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0344
3163,Kami-IshiTani-dōri,上石谷通り,collector,7.9,13.0,2,40.0,False,0.0343
3164,Kami-IshiTani-dōri,上石谷通り,collector,7.1,13.0,2,40.0,False,0.0343
3165,Kami-IshiTani-dōri,上石谷通り,collector,7.9,13.0,2,40.0,False,0.0343
3166,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0343
3167,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0343
3168,Kami-IshiTani-dōri,上石谷通り,collector,10.0,13.0,2,40.0,False,0.0344
3169,Kami-IshiTani-dōri,上石谷通り,collector,9.2,13.0,2,40.0,False,0.018
3170,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0016
3171,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0015
3172,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0015
3173,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0014
3174,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0014
3175,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0014
3176,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3177,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3178,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3179,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3180,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3181,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3182,Kami-IshiTani-dōri,上石谷通り,local,14.1,7.5,2,30.0,False,0.0013
3183,Kami-IshiTani-dōri,上石谷通り,local,12.5,7.5,2,30.0,False,0.0013
3184,Kami-IshiTani-dōri,上石谷通り,local,11.2,7.5,2,30.0,False,0.0012
3185,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0012
3186,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0012
3187,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0012
3188,Kami-IshiTani-dōri,上石谷通り,local,7.1,7.5,2,30.0,False,0.0013
3189,Kami-IshiTani-dōri,上石谷通り,local,7.9,7.5,2,30.0,False,0.0013
3190,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3191,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3192,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3193,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3194,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3195,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3196,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3197,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3198,Kami-IshiTani-dōri,上石谷通り,local,10.0,7.5,2,30.0,False,0.0013
3199,Kami-IshiTani-dōri,上石谷通り,local,10.3,7.5,2,30.0,False,0.0013
