firm_id,name,name_ja,sector,size_class,employees,machi,x,y,founded,revenue_myen
4283,Soto Academy,外学園,education,medium,11,hikari-02,710.1,373.2,1960,193.4
4284,Shimo Consulting,下事務所,professional,small,7,hikari-02,488.1,131.6,2006,142.3
4285,Shiro Civic,白市役所,public_admin,medium,34,hikari-02,696.5,214.9,2025,543.0
4286,Yū Arts,夕芸術,arts_recreation,medium,44,hikari-02,897.6,189.3,2015,833.2
4287,Aki Care,秋福祉,healthcare_welfare,small,6,hikari-02,930.3,-302.3,2011,106.6
4288,Nishi Trading,西商店,wholesale_retail,small,7,hikari-02,533.8,-450.5,1996,145.0
4289,Shin Consulting,新事務所,professional,micro,2,hikari-02,897.6,-194.1,1963,53.0
4290,Midori Services,緑サービス,other_services,medium,17,hikari-02,565.3,433.6,1970,249.5
4291,YamaMatsu Care,山福祉,healthcare_welfare,micro,1,hikari-02,279.7,243.4,2014,20.9
4292,Higashi Works,東製作所,manufacturing,small,7,hikari-02,185.3,-187.6,1987,166.2
4293,Kita Care,北福祉,healthcare_welfare,micro,2,hikari-02,512.2,380.3,2019,27.2
4294,Asa Consulting,朝事務所,professional,micro,2,hikari-02,247.6,-262.1,2010,58.7
4295,GinNami Trading,銀商店,wholesale_retail,micro,1,hikari-02,765.7,13.4,1993,18.5
4296,Nishi Care,西福祉,healthcare_welfare,small,9,hikari-02,719.0,-249.0,2028,122.6
4297,Asa Academy,朝学園,education,micro,1,hikari-02,267.5,344.5,2018,12.6
4298,Ō Consulting,大事務所,professional,micro,1,hikari-02,339.9,-252.5,1996,22.9
4299,Hon Trading,本商店,wholesale_retail,micro,4,hikari-02,332.7,-452.0,2005,118.4
4300,Midori Academy,緑学園,education,small,7,hikari-02,677.8,227.4,1967,128.0
4301,Kita Consulting,北事務所,professional,micro,4,hikari-02,324.4,-13.3,2002,112.5
4302,Minami Dining,南食堂,accommodation_food,micro,3,hikari-02,846.9,251.3,1999,48.8
4303,Aki Works,秋製作所,manufacturing,micro,1,hikari-02,766.5,-343.1,2031,20.6
4304,Haru Trading,春商店,wholesale_retail,micro,1,hikari-02,744.3,103.8,1957,25.1
4305,Kurenai Consulting,紅事務所,professional,micro,1,hikari-02,319.6,215.4,1984,23.2
4306,KiSakura Works,機製作所,manufacturing,micro,4,hikari-02,1189.0,-359.0,2021,88.8
4307,Shin Trading,新商店,wholesale_retail,small,8,hikari-02,118.1,763.7,1983,230.7
4308,Ko Consulting,小事務所,professional,medium,26,hikari-02,135.8,-310.4,1956,592.8
4309,Shin Power,新電力,utilities,small,9,hikari-02,813.4,-41.9,1974,353.6
4310,MatsuNishi Dining,松食堂,accommodation_food,micro,1,hikari-02,584.5,-430.0,1997,17.1
4311,Asa Finance,朝金庫,finance_insurance,micro,1,hikari-02,339.9,-252.5,1989,24.9
4312,ShiroIkari Dining,白食堂,accommodation_food,micro,1,hikari-02,591.2,-460.7,1971,12.7
4313,Kita Academy,北学園,education,small,6,hikari-02,490.1,227.4,2012,85.4
4314,Minami Finance,南金庫,finance_insurance,large,179,hikari-02,803.9,-303.5,1978,4486.8
4315,Naka Care,中福祉,healthcare_welfare,micro,1,hikari-02,948.1,-209.6,1986,19.8
4316,SuzuNaga Dining,鈴食堂,accommodation_food,micro,1,hikari-02,280.9,135.1,1951,14.8
4317,Ao Works,青製作所,manufacturing,micro,3,hikari-02,639.2,27.0,1961,55.2
4318,ShiroBashi Care,白福祉,healthcare_welfare,micro,2,hikari-02,295.7,-155.6,1998,41.4
4319,Yū Dining,夕食堂,accommodation_food,medium,22,hikari-02,620.0,-242.9,2016,364.8
4320,ShimaAka Care,島福祉,healthcare_welfare,micro,2,hikari-02,6.6,-451.4,1999,33.5
4321,FuruMatsu Works,古製作所,manufacturing,micro,4,hikari-02,927.7,-178.2,2013,106.1
4322,Ō Services,大サービス,other_services,micro,4,hikari-02,59.6,164.8,1967,65.3
4323,NagaGin Trading,長商店,wholesale_retail,small,8,hikari-02,1115.6,-52.1,1985,207.6
4324,Kurenai Care,紅福祉,healthcare_welfare,micro,1,hikari-02,724.1,63.8,1957,12.9
4325,Kurenai Academy,紅学園,education,medium,14,hikari-02,18.5,12.9,1981,231.9
4326,TetsuYoi Care,鉄福祉,healthcare_welfare,micro,2,hikari-02,13.1,-59.7,2006,31.8
4327,Asa Power,朝電力,utilities,medium,12,hikari-02,146.4,589.9,1964,402.4
4328,Kami Works,上製作所,manufacturing,medium,13,hikari-02,85.2,159.4,2032,297.1
4329,Ō Care,大福祉,healthcare_welfare,small,9,hikari-02,465.0,-17.9,1981,153.0
4330,Hon Services,本サービス,other_services,micro,1,hikari-02,638.4,327.0,2027,16.2
4331,NamiKumo Services,波サービス,other_services,micro,3,hikari-02,715.5,103.3,1966,55.0
4332,Higashi Services,東サービス,other_services,micro,4,hikari-02,597.7,-217.4,2001,63.2
4333,Midori Trading,緑商店,wholesale_retail,medium,20,hikari-02,54.2,229.9,1969,430.6
4334,Soto Civic,外市役所,public_admin,micro,1,hikari-02,879.5,-10.0,1997,12.3
4335,Ko Civic,小市役所,public_admin,medium,20,hikari-02,1160.3,-268.2,1971,305.0
4336,AoIshi Services,青サービス,other_services,large,88,hikari-02,294.9,339.9,2012,1713.9
4337,UmiAka Care,海福祉,healthcare_welfare,medium,24,hikari-02,-75.9,278.1,1987,419.2
4338,Higashi Power,東電力,utilities,medium,18,hikari-02,664.1,-393.8,1996,567.0
4339,Naka Academy,中学園,education,micro,1,hikari-02,161.4,298.5,1982,16.5
4340,Soto Academy,外学園,education,small,7,hikari-02,613.7,364.0,1994,127.8
4341,Aki Works,秋製作所,manufacturing,small,8,hikari-02,400.6,-146.9,1988,142.6
4342,Soto Dining,外食堂,accommodation_food,micro,1,hikari-02,777.3,-134.8,2023,17.5
4343,Aki Consulting,秋事務所,professional,medium,10,hikari-02,955.1,219.1,2004,276.8
4344,HikariAshi Dining,光食堂,accommodation_food,small,6,hikari-02,959.1,-13.6,1997,86.9
4345,Asa Arts,朝芸術,arts_recreation,large,237,hikari-02,129.9,-455.9,1967,4067.3
4346,Naka Academy,中学園,education,small,5,hikari-02,595.9,-288.2,1996,87.5
4347,Kurenai Works,紅製作所,manufacturing,micro,4,hikari-02,594.9,-274.2,1998,109.4
4348,GinSakura Dining,銀食堂,accommodation_food,small,6,hikari-02,1021.3,227.8,1997,121.0
4349,Kurenai Academy,紅学園,education,micro,3,hikari-02,391.8,-71.7,2000,56.8
4350,ShiroTetsu Works,白製作所,manufacturing,micro,2,hikari-02,874.4,-50.7,2018,37.6
4351,Shimo Trading,下商店,wholesale_retail,micro,4,hikari-02,893.6,-99.7,2010,92.8
4352,Higashi Consulting,東事務所,professional,micro,3,hikari-02,67.4,-350.5,1986,65.9
4353,Asa Works,朝製作所,manufacturing,small,8,hikari-02,275.1,-437.0,1971,131.4
4354,Ko Academy,小学園,education,micro,1,hikari-02,279.7,234.1,2004,13.1
4355,Kita Dining,北食堂,accommodation_food,micro,1,hikari-02,553.9,289.0,1979,15.9
4356,Aki Academy,秋学園,education,small,6,hikari-02,273.9,273.2,2010,84.2
4357,Haru Consulting,春事務所,professional,micro,3,hikari-02,154.1,-207.7,2001,82.0
4358,Midori Civic,緑市役所,public_admin,micro,1,hikari-02,137.7,180.3,2032,19.9
4359,Soto Power,外電力,utilities,micro,2,hikari-02,992.5,-26.3,2003,84.8
4360,Kurenai Trading,紅商店,wholesale_retail,micro,1,hikari-02,346.1,-168.0,2005,20.4
4361,Ō Dining,大食堂,accommodation_food,micro,2,hikari-02,351.9,-25.1,1963,42.0
4362,Yū Civic,夕市役所,public_admin,micro,2,hikari-02,75.1,-204.9,2005,34.0
4363,Minami Trading,南商店,wholesale_retail,micro,1,hikari-02,1056.8,-325.8,1994,27.5
4364,Nishi Power,西電力,utilities,small,5,hikari-02,183.0,-294.5,1966,169.3
4365,Ō Trading,大商店,wholesale_retail,micro,3,hikari-02,598.2,-155.8,1961,78.0
4366,Yū Dining,夕食堂,accommodation_food,small,9,hikari-02,354.1,-158.1,1955,130.0
4367,AmeIshi Consulting,雨事務所,professional,small,7,hikari-02,129.3,-63.5,1978,174.5
4368,Nishi Civic,西市役所,public_admin,micro,4,hikari-02,140.2,-333.8,1973,63.4
4369,Nishi Care,西福祉,healthcare_welfare,micro,1,hikari-02,452.8,-30.3,2001,14.2
4370,AmeAkebono Trading,雨商店,wholesale_retail,medium,17,hikari-02,1.0,122.3,1991,507.5
4371,Ō Care,大福祉,healthcare_welfare,micro,4,hikari-02,657.9,-248.5,1990,73.7
4372,Shin Academy,新学園,education,micro,1,hikari-02,426.8,-156.5,2009,15.4
4373,UmiTera Works,海製作所,manufacturing,micro,2,hikari-02,551.9,-367.1,1981,50.5
4374,Ō Academy,大学園,education,micro,1,hikari-02,581.4,231.0,1978,20.6
4375,Naka Civic,中市役所,public_admin,medium,14,hikari-02,559.5,144.1,1985,203.9
4376,Yū Power,夕電力,utilities,micro,3,hikari-02,250.4,215.4,1969,104.8
4377,AoKita Academy,青学園,education,micro,2,hikari-02,-12.6,-46.3,1980,26.7
4378,Nishi Works,西製作所,manufacturing,micro,2,hikari-02,597.2,47.9,1944,33.7
4379,Shimo Care,下福祉,healthcare_welfare,micro,1,hikari-02,683.3,313.1,1988,14.0
4380,Hon Academy,本学園,education,micro,1,hikari-02,454.5,308.6,1996,19.6
4381,Soto Consulting,外事務所,professional,micro,1,hikari-02,826.1,-178.6,2003,17.6
4382,Ō Power,大電力,utilities,micro,1,hikari-02,565.0,444.5,2001,49.5
4383,Higashi Works,東製作所,manufacturing,large,65,hikari-02,-162.1,-447.8,1999,1255.4
4384,Ko Care,小福祉,healthcare_welfare,micro,1,hikari-02,781.0,-294.9,1978,16.3
4385,Haru Academy,春学園,education,micro,1,hikari-02,669.9,-462.1,1978,15.9
4386,NishiNaka Consulting,西事務所,professional,micro,4,hikari-02,474.9,223.7,1995,103.3
4387,Hon Power,本電力,utilities,micro,2,hikari-02,910.7,2.4,1989,70.2
4388,Kita Care,北福祉,healthcare_welfare,small,6,hikari-02,628.7,222.7,1969,91.7
4389,Higashi Dining,東食堂,accommodation_food,small,7,hikari-02,193.8,-25.5,1987,142.9
4390,Soto Academy,外学園,education,small,5,hikari-02,1035.5,51.9,2022,104.8
4391,AkaKura Power,銅電力,utilities,micro,1,hikari-02,628.4,-320.2,1999,41.4
4392,Soto Power,外電力,utilities,micro,4,hikari-02,543.7,-472.8,2007,179.0
4393,Kami Consulting,上事務所,professional,micro,3,hikari-02,908.3,115.8,1989,57.3
4394,Ao Academy,青学園,education,medium,11,hikari-02,1156.2,-101.5,2020,174.9
4395,Naka Care,中福祉,healthcare_welfare,small,8,hikari-02,295.4,-35.4,1997,105.2
4396,Ao Consulting,青事務所,professional,micro,1,hikari-02,384.2,-236.2,2031,21.9
4397,Kurenai Power,紅電力,utilities,micro,1,hikari-02,-92.6,260.7,1972,32.4
4398,Shiro Dining,白食堂,accommodation_food,micro,1,hikari-02,259.5,-426.6,1994,14.7
4399,Kami Consulting,上事務所,professional,small,9,hikari-02,397.4,129.8,1996,157.5
4400,TetsuNaga Power,鉄電力,utilities,micro,3,hikari-02,1029.2,-169.0,2023,113.6
4401,Naka Dining,中食堂,accommodation_food,micro,1,hikari-02,614.0,160.7,2000,17.0
4402,Soto Dining,外食堂,accommodation_food,micro,4,hikari-02,76.7,-179.3,1978,76.2
4403,Haru Civic,春市役所,public_admin,small,9,hikari-02,233.5,313.7,1995,155.9
4404,Midori Power,緑電力,utilities,medium,33,hikari-02,-204.8,272.8,1992,1163.9
4405,Ō Trading,大商店,wholesale_retail,micro,1,hikari-02,141.8,-529.4,1983,28.7
4406,Yū Trading,夕商店,wholesale_retail,small,6,hikari-02,-154.6,-537.0,2014,153.9
4407,Ao Dining,青食堂,accommodation_food,medium,22,hikari-02,79.7,246.6,1979,459.3
4408,Ao Care,青福祉,healthcare_welfare,micro,3,hikari-02,641.1,-314.8,1975,37.6
4409,Kita Academy,北学園,education,small,9,hikari-02,1003.6,124.9,2013,142.1
4410,Minami Consulting,南事務所,professional,micro,1,hikari-02,1028.3,-157.1,2003,23.6
4411,Soto Care,外福祉,healthcare_welfare,micro,1,hikari-02,757.2,-296.9,1989,13.7
4412,Yū Consulting,夕事務所,professional,micro,2,hikari-02,460.4,-43.5,1977,38.4
4413,Minami Trading,南商店,wholesale_retail,small,6,hikari-02,940.7,289.1,2003,114.8
4414,Haru Care,春福祉,healthcare_welfare,small,5,hikari-02,449.4,334.0,1966,74.5
4415,Shiro Civic,白市役所,public_admin,micro,2,hikari-02,-158.3,-424.0,1992,39.6
4416,Ko Consulting,小事務所,professional,medium,14,hikari-02,585.6,-76.8,1968,259.3
4417,Shin Civic,新市役所,public_admin,micro,1,hikari-02,681.6,-192.9,1957,18.5
4418,WaAka Civic,輪市役所,public_admin,micro,2,hikari-02,155.2,-503.8,2003,40.3
4419,Midori Care,緑福祉,healthcare_welfare,micro,1,hikari-02,991.6,-116.6,1980,15.7
4420,Soto Civic,外市役所,public_admin,medium,10,hikari-02,882.8,-396.7,2016,130.0
4421,Kurenai Trading,紅商店,wholesale_retail,micro,2,hikari-02,68.5,1.9,1985,47.8
4422,Kita Care,北福祉,healthcare_welfare,small,9,hikari-02,938.1,-129.8,1982,172.7
4423,TaniHoshi Academy,谷学園,education,micro,2,hikari-02,73.2,210.1,1993,30.9
4424,Hon Trading,本商店,wholesale_retail,small,6,hikari-02,196.4,-475.9,1979,116.9
4425,FuruShin Academy,古学園,education,micro,1,hikari-02,573.0,-94.4,1968,18.5
4426,Kita Academy,北学園,education,small,5,hikari-02,346.3,182.0,2009,69.8
4427,Naka Trading,中商店,wholesale_retail,medium,17,hikari-02,882.8,-396.7,2032,535.0
4428,Yū Care,夕福祉,healthcare_welfare,small,5,hikari-02,319.9,-195.3,2014,77.7
4429,HaraTsuru Academy,原学園,education,micro,1,hikari-02,219.5,-281.2,1980,20.0
4430,Naka Consulting,中事務所,professional,small,7,hikari-02,776.7,277.7,2017,126.4
4431,Haru Civic,春市役所,public_admin,large,90,hikari-02,939.5,-376.5,1967,1866.8
4432,Midori Academy,緑学園,education,micro,1,hikari-02,192.9,-147.0,1971,17.6
4433,HiroMinato Dining,広食堂,accommodation_food,small,7,hikari-02,251.1,327.1,1958,117.8
4434,Ō Academy,大学園,education,micro,1,hikari-02,629.7,-144.4,1958,16.0
4435,Ō Academy,大学園,education,medium,10,hikari-02,450.7,54.3,1987,144.3
4436,Kurenai Care,紅福祉,healthcare_welfare,micro,1,hikari-02,288.6,-368.7,1934,20.8
4437,Soto Care,外福祉,healthcare_welfare,micro,1,hikari-02,420.3,-450.2,1992,16.0
4438,Naka Care,中福祉,healthcare_welfare,micro,1,hikari-02,996.8,32.9,1995,18.0
4439,Minami Consulting,南事務所,professional,micro,1,hikari-02,760.7,-323.3,1978,22.2
4440,Shimo Care,下福祉,healthcare_welfare,micro,4,hikari-02,252.9,-88.8,1967,64.2
4441,BashiTaka Consulting,橋事務所,professional,small,7,hikari-02,121.7,494.7,1999,179.8
4442,Naka Dining,中食堂,accommodation_food,small,5,hikari-02,-120.0,278.9,2032,98.1
4443,Asa Power,朝電力,utilities,medium,22,hikari-02,719.0,-249.0,2032,1087.7
4444,Aki Care,秋福祉,healthcare_welfare,micro,4,hikari-02,836.8,339.9,1990,74.3
4445,Kita Academy,北学園,education,micro,1,hikari-02,395.4,-455.5,1993,18.3
4446,Shiro Dining,白食堂,accommodation_food,micro,3,hikari-02,171.9,-90.8,2010,59.9
4447,Hon Academy,本学園,education,micro,1,hikari-02,191.3,390.9,2032,15.8
4448,Aki Academy,秋学園,education,medium,34,hikari-02,1087.3,-223.5,2000,430.0
4449,Midori Consulting,緑事務所,professional,micro,1,hikari-02,743.0,-109.2,1992,26.4
4450,Aki Trading,秋商店,wholesale_retail,medium,14,hikari-02,562.2,-2.4,1974,278.9
4451,Nishi Care,西福祉,healthcare_welfare,micro,4,hikari-02,187.2,-497.2,1974,58.9
4452,Yū Consulting,夕事務所,professional,micro,1,hikari-02,538.1,420.7,2004,26.6
4453,IkariGin Dining,錨食堂,accommodation_food,medium,27,hikari-02,556.7,99.7,2011,466.6
4454,Shin Consulting,新事務所,professional,micro,4,hikari-02,639.0,90.3,1955,73.4
4455,Ko Care,小福祉,healthcare_welfare,small,6,hikari-02,621.1,-76.6,2019,114.4
4456,Ao Consulting,青事務所,professional,micro,1,hikari-02,147.8,257.5,1959,25.3
4457,Aki Consulting,秋事務所,professional,micro,3,hikari-02,547.0,-410.4,1979,72.1
4458,Ao Services,青サービス,other_services,medium,12,hikari-02,30.2,237.4,2005,209.9
4459,Haru Consulting,春事務所,professional,micro,2,hikari-02,658.7,238.5,2012,41.3
4460,Shiro Care,白福祉,healthcare_welfare,small,7,hikari-02,345.1,-291.8,2000,138.9
4461,Shin Consulting,新事務所,professional,small,8,hikari-02,198.3,-80.6,1997,187.4
4462,Haru Trading,春商店,wholesale_retail,small,8,hikari-02,95.4,-52.2,2019,247.3
4463,Ko Works,小製作所,manufacturing,medium,10,hikari-02,222.5,216.5,1969,195.4
4464,Shiro Power,白電力,utilities,micro,1,hikari-02,488.1,73.9,1990,41.9
4465,Aki Care,秋福祉,healthcare_welfare,medium,18,hikari-02,712.7,90.7,1975,236.3
4466,Minami Logistics,南運輸,transport_postal,micro,1,hikari-02,381.3,-410.7,1964,20.6
4467,Kami Power,上電力,utilities,medium,15,hikari-02,466.0,-467.0,1962,479.8
4468,Minami Logistics,南運輸,transport_postal,micro,2,hikari-02,1044.2,243.3,1977,41.8
4469,Hon Consulting,本事務所,professional,small,9,hikari-02,781.1,-86.3,1966,213.5
4470,Kami Services,上サービス,other_services,micro,1,hikari-02,874.4,291.8,2005,13.1
4471,Ao Logistics,青運輸,transport_postal,medium,10,hikari-02,972.5,360.0,1971,161.0
4472,Kurenai Systems,紅電子,ict,micro,4,hikari-02,531.7,-255.6,2000,122.2
4473,Naka Services,中サービス,other_services,small,9,hikari-02,-58.0,281.8,1993,141.0
4474,Ao Trading,青商店,wholesale_retail,micro,1,hikari-02,150.2,-193.1,1963,21.1
4475,Haru Trading,春商店,wholesale_retail,micro,4,hikari-02,917.2,-117.9,1951,117.2
4476,AkaHiro Systems,銅電子,ict,small,7,hikari-02,1066.9,-186.7,1961,166.6
4477,Haru Works,春製作所,manufacturing,micro,1,hikari-02,1171.5,-303.1,1988,21.1
4478,Haru Works,春製作所,manufacturing,small,6,hikari-02,530.5,165.5,1996,110.1
4479,Yū Trading,夕商店,wholesale_retail,micro,1,hikari-02,825.5,109.9,1982,27.8
4480,Shiro Trading,白商店,wholesale_retail,micro,1,hikari-02,670.0,-55.4,1974,20.5
4481,Nishi Dining,西食堂,accommodation_food,micro,3,hikari-02,354.1,-484.0,1972,57.5
4482,Shiro Consulting,白事務所,professional,small,5,hikari-02,580.1,-478.1,2001,141.4
4483,Midori Mining,緑鉱業,mining,medium,14,hikari-02,510.4,394.2,1976,485.3
4484,Kita Trading,北商店,wholesale_retail,micro,1,hikari-02,325.4,156.1,2013,26.4
4485,Ō Services,大サービス,other_services,micro,1,hikari-02,533.3,-376.2,1998,16.4
4486,Midori Trading,緑商店,wholesale_retail,micro,1,hikari-02,910.9,-192.6,2006,20.4
4487,Ō Logistics,大運輸,transport_postal,large,93,hikari-02,33.3,6.1,2018,1745.9
4488,Kami Services,上サービス,other_services,medium,10,hikari-02,972.8,-10.2,1973,160.4
4489,Yū Trading,夕商店,wholesale_retail,micro,1,hikari-02,910.7,2.4,2007,20.8
4490,Ō Dining,大食堂,accommodation_food,small,5,hikari-02,214.2,21.0,1954,68.6
4491,Asa Systems,朝電子,ict,large,92,hikari-02,456.2,-501.1,2025,3034.5
4492,Kurenai Works,紅製作所,manufacturing,medium,29,hikari-02,842.1,-94.1,1992,657.7
4493,Nishi Trading,西商店,wholesale_retail,micro,4,hikari-02,855.9,3.5,1996,80.9
4494,KawaAo Power,川電力,utilities,micro,1,hikari-02,781.4,364.9,2010,36.5
4495,Naka Academy,中学園,education,small,8,hikari-02,291.3,135.1,1975,118.2
4496,Hon Consulting,本事務所,professional,micro,2,hikari-02,649.6,-456.8,1978,51.2
4497,SuzuShio Power,鈴電力,utilities,micro,1,hikari-02,583.6,-41.3,1998,33.7
4498,Aki Power,秋電力,utilities,micro,1,hikari-02,508.5,33.2,2032,42.8
4499,Shiro Care,白福祉,healthcare_welfare,micro,4,hikari-02,461.3,90.0,1974,70.8
4500,Shiro Consulting,白事務所,professional,micro,1,hikari-02,227.1,-90.7,1971,23.4
4501,GinMatsu Power,銀電力,utilities,micro,2,hikari-02,1175.0,-101.1,1963,64.4
4502,Shimo Trading,下商店,wholesale_retail,medium,13,hikari-02,895.1,205.5,2032,395.8
4503,TakaMinami Dining,高食堂,accommodation_food,micro,3,hikari-02,827.7,-211.2,1992,53.7
4504,Minami Consulting,南事務所,professional,micro,1,hikari-02,61.0,262.5,1948,19.7
4505,Ko Consulting,小事務所,professional,micro,1,hikari-02,124.8,726.4,1990,23.2
4506,Ō Power,大電力,utilities,small,5,hikari-02,811.6,-344.8,1988,214.4
4507,MiyaSuna Consulting,宮事務所,professional,micro,1,hikari-02,379.7,12.0,2006,17.8
4508,SakaShima Care,坂福祉,healthcare_welfare,small,5,hikari-02,639.9,436.0,2032,101.6
4509,Kurenai Dining,紅食堂,accommodation_food,micro,1,hikari-02,94.5,176.9,2019,14.9
4510,HaraBashi Consulting,原事務所,professional,micro,3,hikari-02,484.6,-193.8,1965,50.7
4511,GinAme Dining,銀食堂,accommodation_food,small,6,hikari-02,214.1,469.1,1998,79.0
4512,Shimo Services,下サービス,other_services,micro,1,hikari-02,292.0,-117.7,2008,15.1
4513,Asa Academy,朝学園,education,micro,3,hikari-02,479.8,-460.8,1996,36.9
4514,Naka Services,中サービス,other_services,micro,4,hikari-02,774.2,-405.9,1982,58.1
4515,Midori Consulting,緑事務所,professional,micro,1,hikari-02,918.3,66.9,2023,28.0
4516,Naka Power,中電力,utilities,micro,3,hikari-02,156.2,-515.2,1984,128.3
4517,ShinGin Mining,新鉱業,mining,micro,1,hikari-02,842.1,-86.0,1997,35.4
4518,Naka Consulting,中事務所,professional,micro,4,hikari-02,471.8,-484.1,2025,117.0
4519,Haru Mining,春鉱業,mining,micro,2,hikari-02,1104.0,-327.3,1953,58.4
4520,Shimo Care,下福祉,healthcare_welfare,micro,2,hikari-02,466.4,-451.3,1982,31.9
4521,Naka Academy,中学園,education,micro,4,hikari-02,-12.6,-46.3,1993,79.4
4522,Kami Power,上電力,utilities,medium,12,hikari-02,414.6,-349.4,1992,500.9
4523,Naka Mining,中鉱業,mining,micro,4,hikari-02,432.8,-123.6,1987,112.9
4524,Naka Services,中サービス,other_services,micro,4,hikari-02,462.2,80.0,2000,80.1
4525,TetsuKawa Care,鉄福祉,healthcare_welfare,small,5,hikari-02,446.4,-125.8,1957,74.1
4526,KamiShio Dining,神食堂,accommodation_food,medium,11,hikari-02,82.4,62.9,1994,206.7
4527,Hon Consulting,本事務所,professional,micro,3,hikari-02,79.7,246.6,1962,72.7
4528,Kami Academy,上学園,education,small,9,hikari-02,271.5,-522.8,2017,158.3
4529,Asa Trading,朝商店,wholesale_retail,micro,1,hikari-02,905.1,221.1,2032,25.1
4530,Nishi Mining,西鉱業,mining,micro,4,hikari-02,812.7,-127.0,1958,110.3
4531,Kami Services,上サービス,other_services,micro,2,hikari-02,1164.2,-101.1,1999,38.4
4532,Kurenai Trading,紅商店,wholesale_retail,micro,1,hikari-02,163.9,-450.0,2011,22.9
4533,Ao Consulting,青事務所,professional,micro,1,hikari-02,466.0,-467.0,1993,19.5
4534,Asa Trading,朝商店,wholesale_retail,medium,12,hikari-02,432.9,89.0,1960,266.7
4535,Soto Care,外福祉,healthcare_welfare,small,5,hikari-02,254.3,-374.0,1959,73.8
4536,Ko Consulting,小事務所,professional,medium,18,hikari-02,789.6,-250.6,1995,453.1
4537,Shiro Services,白サービス,other_services,micro,1,hikari-02,843.7,-146.3,1983,12.5
4538,UmiSakura Services,海サービス,other_services,micro,2,hikari-02,248.4,312.8,1990,27.4
4539,Ao Mining,青鉱業,mining,micro,2,hikari-02,16.6,-432.1,1982,68.1
4540,Shin Services,新サービス,other_services,small,7,hikari-02,555.7,-470.5,1949,103.4
4541,Aki Mining,秋鉱業,mining,micro,4,hikari-02,150.4,288.8,2024,95.4
4542,Ko Care,小福祉,healthcare_welfare,micro,1,hikari-02,673.5,-298.0,1993,18.3
4543,Shimo Care,下福祉,healthcare_welfare,small,7,hikari-02,36.8,-429.5,1982,111.0
4544,ShinSuna Dining,新食堂,accommodation_food,micro,1,hikari-02,974.3,-170.1,1964,14.7
4545,Shimo Academy,下学園,education,medium,28,hikari-02,-1.3,-20.6,1969,550.6
4546,Shimo Power,下電力,utilities,micro,2,hikari-02,899.8,53.9,2004,105.4
4547,Ao Dining,青食堂,accommodation_food,small,5,hikari-02,1160.3,-278.9,1997,64.7
4548,YamaShin Power,山電力,utilities,micro,1,hikari-02,-10.1,-364.4,2030,46.3
4549,Haru Mining,春鉱業,mining,small,8,hikari-02,708.1,-347.2,2001,253.4
4550,Aki Power,秋電力,utilities,large,76,hikari-02,223.6,-74.8,2023,3526.9
4551,Higashi Works,東製作所,manufacturing,medium,32,hikari-02,1078.3,-104.8,2012,684.4
4552,Yū Services,夕サービス,other_services,large,76,hikari-02,561.0,241.9,2032,1523.9
4553,Aki Trading,秋商店,wholesale_retail,micro,1,hikari-02,543.7,-439.6,1960,24.6
4554,Ō Dining,大食堂,accommodation_food,micro,2,hikari-02,409.1,-179.4,1964,25.0
4555,Naka Trading,中商店,wholesale_retail,medium,21,hikari-02,138.3,-608.2,2000,533.3
4556,Kurenai Care,紅福祉,healthcare_welfare,medium,26,hikari-02,421.0,-257.2,2012,338.8
4557,TetsuUmi Dining,鉄食堂,accommodation_food,micro,1,hikari-02,915.6,55.7,1965,14.8
4558,FuruAo Dining,古食堂,accommodation_food,micro,4,hikari-02,618.8,-299.7,2003,52.8
4559,YoiHigashi Mining,宵鉱業,mining,small,9,hikari-02,1045.2,-123.3,1977,249.9
4560,Shimo Consulting,下事務所,professional,small,9,hikari-02,629.5,26.1,2028,243.5
4561,TenSaka Dining,天食堂,accommodation_food,small,6,hikari-02,114.9,728.0,2018,125.5
4562,Ō Civic,大市役所,public_admin,micro,1,hikari-02,217.7,39.3,1979,17.2
4563,Yū Civic,夕市役所,public_admin,medium,20,hikari-02,300.8,596.0,1952,406.0
4564,Kita Dining,北食堂,accommodation_food,micro,3,hikari-02,975.8,-193.8,2020,51.4
4565,Kami Mining,上鉱業,mining,medium,13,hikari-02,806.9,239.0,1971,472.1
4566,Minami Consulting,南事務所,professional,micro,2,hikari-02,944.6,253.5,1995,58.2
4567,Shimo Dining,下食堂,accommodation_food,micro,1,hikari-02,531.8,-441.2,1952,15.5
4568,Shin Dining,新食堂,accommodation_food,small,6,hikari-02,905.9,-288.3,1944,113.1
4569,Higashi Consulting,東事務所,professional,medium,16,hikari-02,669.3,312.3,1998,375.4
4570,Haru Finance,春金庫,finance_insurance,small,5,hikari-02,131.1,-209.3,1998,144.0
4571,Higashi Trading,東商店,wholesale_retail,medium,17,hikari-02,108.4,-419.5,1977,376.2
4572,Shimo Academy,下学園,education,micro,1,hikari-02,680.2,198.7,1993,15.5
4573,Shimo Dining,下食堂,accommodation_food,micro,1,hikari-02,657.9,-248.5,1996,16.0
4574,Haru Academy,春学園,education,micro,2,hikari-02,130.1,20.4,1989,33.0
4575,Aki Finance,秋金庫,finance_insurance,micro,1,hikari-02,-218.6,244.2,2032,34.7
4576,Asa Dining,朝食堂,accommodation_food,medium,11,hikari-02,196.7,-197.7,1996,229.8
