origin_machi,dest_machi,trips,origin_name,dest_name
naka-10,hikari-09,236.44,Higashi-NamiShio-machi,MinamiAshi-machi
tetsuba-07,hikari-01,231.18,Minami-MinamiAme-machi,TaniUmi-machi
higashi-01,minami-07,229.71,Kita-FuruTsuki-machi,NagaIkari-machi
tsukimachi-01,hikari-04,228.94,Shimo-HaraHikari-machi,Higashi-TakeTera-machi
minami-07,hikari-03,228.08,NagaIkari-machi,Higashi-YamaNaga-machi
naka-07,hikari-10,226.03,Shiro-ShioSaka-machi,Ko-TenHigashi-machi
higashi-03,hikari-09,225.98,Yū-HikariTani-machi,MinamiAshi-machi
tsukimachi-02,hikari-01,222.1,Higashi-KiKumo-machi,TaniUmi-machi
hikari-02,hikari-08,221.85,Ō-KitaTani-machi,Hon-MiyaWa-machi
tsukimachi-01,hikari-02,217.69,Shimo-HaraHikari-machi,Ō-KitaTani-machi
minami-09,hikari-03,217.24,Kurenai-IkariKi-machi,Higashi-YamaNaga-machi
minami-07,hikari-02,216.21,NagaIkari-machi,Ō-KitaTani-machi
hikari-09,hikari-08,215.89,MinamiAshi-machi,Hon-MiyaWa-machi
hikari-01,tsukimachi-04,214.07,TaniUmi-machi,Kurenai-HikariKura-machi
hikari-02,tsukimachi-04,212.17,Ō-KitaTani-machi,Kurenai-HikariKura-machi
naka-02,hikari-02,211.4,Shimo-SakuraHiro-machi,Ō-KitaTani-machi
nishi-03,hikari-06,211.03,Ō-TsukiUmi-machi,Shin-NakaSuna-machi
nishi-01,hikari-05,210.96,AmeNami-machi,Ko-WaAkebono-machi
higashi-02,tsukimachi-04,210.7,NishiMiya-machi,Kurenai-HikariKura-machi
naka-08,hikari-10,210.15,Yū-HigashiAo-machi,Ko-TenHigashi-machi
naka-04,naka-05,209.59,Ko-MinatoAka-machi,AkebonoMiya-machi
tsukimachi-07,hikari-05,207.59,Soto-TenTsuki-machi,Ko-WaAkebono-machi
tetsuba-03,hikari-07,206.33,Naka-IshiSaka-machi,Shin-TsukiNami-machi
tsukimachi-05,hikari-02,206.31,Ō-KumoHikari-machi,Ō-KitaTani-machi
hikari-05,tsukimachi-04,205.91,Ko-WaAkebono-machi,Kurenai-HikariKura-machi
naka-09,hikari-05,205.5,Ao-KamiShiro-machi,Ko-WaAkebono-machi
naka-08,hikari-08,205.11,Yū-HigashiAo-machi,Hon-MiyaWa-machi
hikari-10,hikari-04,203.87,Ko-TenHigashi-machi,Higashi-TakeTera-machi
tsukimachi-03,hikari-01,203.55,NamiMiya-machi,TaniUmi-machi
tetsuba-05,naka-05,202.46,Ko-NamiTsuki-machi,AkebonoMiya-machi
hikari-06,tsukimachi-04,199.85,Shin-NakaSuna-machi,Kurenai-HikariKura-machi
nishi-01,tsukimachi-04,198.56,AmeNami-machi,Kurenai-HikariKura-machi
naka-02,hikari-01,198.36,Shimo-SakuraHiro-machi,TaniUmi-machi
tetsuba-07,hikari-05,196.63,Minami-MinamiAme-machi,Ko-WaAkebono-machi
tetsuba-04,hikari-09,196.35,Ao-IshiIkari-machi,MinamiAshi-machi
minato_kita-04,hikari-08,195.12,Ao-KawaYama-machi,Hon-MiyaWa-machi
higashi-03,tsukimachi-04,191.51,Yū-HikariTani-machi,Kurenai-HikariKura-machi
higashi-01,tetsuba-08,188.08,Kita-FuruTsuki-machi,Soto-MatsuGin-machi
higashi-02,hikari-09,186.86,NishiMiya-machi,MinamiAshi-machi
minami-06,hikari-09,186.43,Kurenai-MinatoKura-machi,MinamiAshi-machi
tsukimachi-01,hikari-06,186.23,Shimo-HaraHikari-machi,Shin-NakaSuna-machi
naka-04,hikari-01,182.57,Ko-MinatoAka-machi,TaniUmi-machi
tetsuba-02,hikari-09,180.34,MinamiNaka-machi,MinamiAshi-machi
tetsuba-08,naka-05,180.19,Soto-MatsuGin-machi,AkebonoMiya-machi
naka-03,hikari-10,176.07,KamiSuzu-machi,Ko-TenHigashi-machi
nishi-01,hikari-02,175.34,AmeNami-machi,Ō-KitaTani-machi
hikari-07,hikari-09,173.96,Shin-TsukiNami-machi,MinamiAshi-machi
tetsuba-05,hikari-01,172.68,Ko-NamiTsuki-machi,TaniUmi-machi
tsukimachi-03,tsukimachi-04,170.47,NamiMiya-machi,Kurenai-HikariKura-machi
tsukimachi-07,hikari-02,170.46,Soto-TenTsuki-machi,Ō-KitaTani-machi
tetsuba-03,hikari-03,169.8,Naka-IshiSaka-machi,Higashi-YamaNaga-machi
naka-08,hikari-09,169.74,Yū-HigashiAo-machi,MinamiAshi-machi
naka-02,hikari-05,164.34,Shimo-SakuraHiro-machi,Ko-WaAkebono-machi
naka-04,hikari-06,163.01,Ko-MinatoAka-machi,Shin-NakaSuna-machi
hikari-06,hikari-09,160.58,Shin-NakaSuna-machi,MinamiAshi-machi
tetsuba-08,hikari-02,160.46,Soto-MatsuGin-machi,Ō-KitaTani-machi
rural_south-04,naka-05,157.21,Shiro-AoKita-machi,AkebonoMiya-machi
tsukimachi-07,tsukimachi-04,156.12,Soto-TenTsuki-machi,Kurenai-HikariKura-machi
tsukimachi-08,hikari-03,154.68,Shimo-AkebonoNaka-machi,Higashi-YamaNaga-machi
minami-03,hikari-02,154.66,KitaHiro-machi,Ō-KitaTani-machi
tsukimachi-03,hikari-07,153.57,NamiMiya-machi,Shin-TsukiNami-machi
naka-06,naka-05,152.67,Aki-UmiNishi-machi,AkebonoMiya-machi
tetsuba-05,hikari-05,152.39,Ko-NamiTsuki-machi,Ko-WaAkebono-machi
tsukimachi-05,hikari-06,151.52,Ō-KumoHikari-machi,Shin-NakaSuna-machi
minato_kita-03,hikari-06,150.57,Haru-MiyaHigashi-machi,Shin-NakaSuna-machi
hikari-10,tsukimachi-04,150.19,Ko-TenHigashi-machi,Kurenai-HikariKura-machi
naka-06,hikari-06,149.77,Aki-UmiNishi-machi,Shin-NakaSuna-machi
tsukimachi-08,tsukimachi-04,149.45,Shimo-AkebonoNaka-machi,Kurenai-HikariKura-machi
hikari-09,tsukimachi-04,145.06,MinamiAshi-machi,Kurenai-HikariKura-machi
naka-09,hikari-04,145.03,Ao-KamiShiro-machi,Higashi-TakeTera-machi
minami-09,hikari-01,144.84,Kurenai-IkariKi-machi,TaniUmi-machi
tsukimachi-02,naka-05,143.58,Higashi-KiKumo-machi,AkebonoMiya-machi
tetsuba-07,hikari-04,142.86,Minami-MinamiAme-machi,Higashi-TakeTera-machi
hikari-07,hikari-10,140.76,Shin-TsukiNami-machi,Ko-TenHigashi-machi
naka-05,hikari-08,140.3,AkebonoMiya-machi,Hon-MiyaWa-machi
minami-03,hikari-03,138.97,KitaHiro-machi,Higashi-YamaNaga-machi
tsukimachi-05,naka-05,138.14,Ō-KumoHikari-machi,AkebonoMiya-machi
hikari-04,tsukimachi-04,137.25,Higashi-TakeTera-machi,Kurenai-HikariKura-machi
naka-04,hikari-02,135.79,Ko-MinatoAka-machi,Ō-KitaTani-machi
minami-06,tsukimachi-04,133.67,Kurenai-MinatoKura-machi,Kurenai-HikariKura-machi
tsukimachi-07,naka-05,133.47,Soto-TenTsuki-machi,AkebonoMiya-machi
tetsuba-08,hikari-01,133.35,Soto-MatsuGin-machi,TaniUmi-machi
minato_kita-03,hikari-07,132.86,Haru-MiyaHigashi-machi,Shin-TsukiNami-machi
nishi-01,naka-05,132.64,AmeNami-machi,AkebonoMiya-machi
minami-09,hikari-04,132.2,Kurenai-IkariKi-machi,Higashi-TakeTera-machi
tetsuba-02,tsukimachi-04,131.47,MinamiNaka-machi,Kurenai-HikariKura-machi
hikari-03,hikari-08,130.68,Higashi-YamaNaga-machi,Hon-MiyaWa-machi
minami-08,hikari-09,130.36,BashiHikari-machi,MinamiAshi-machi
naka-04,hikari-05,128.34,Ko-MinatoAka-machi,Ko-WaAkebono-machi
hikari-08,hikari-09,127.66,Hon-MiyaWa-machi,MinamiAshi-machi
nishi-01,hikari-06,127.35,AmeNami-machi,Shin-NakaSuna-machi
tsukimachi-07,hikari-06,127.29,Soto-TenTsuki-machi,Shin-NakaSuna-machi
minami-07,hikari-01,126.3,NagaIkari-machi,TaniUmi-machi
minami-09,hikari-05,123.72,Kurenai-IkariKi-machi,Ko-WaAkebono-machi
naka-05,hikari-10,123.35,AkebonoMiya-machi,Ko-TenHigashi-machi
tsukimachi-02,hikari-05,122.09,Higashi-KiKumo-machi,Ko-WaAkebono-machi
minami-07,naka-05,119.21,NagaIkari-machi,AkebonoMiya-machi
tetsuba-05,hikari-04,118.94,Ko-NamiTsuki-machi,Higashi-TakeTera-machi
minami-01,hikari-09,118.22,Midori-IshiShiro-machi,MinamiAshi-machi
naka-02,hikari-04,117.35,Shimo-SakuraHiro-machi,Higashi-TakeTera-machi
nishi-06,tsukimachi-03,116.91,Haru-KitaBashi-machi,NamiMiya-machi
naka-02,tsukimachi-04,115.96,Shimo-SakuraHiro-machi,Kurenai-HikariKura-machi
tetsuba-07,tsukimachi-04,115.73,Minami-MinamiAme-machi,Kurenai-HikariKura-machi
naka-06,hikari-02,115.46,Aki-UmiNishi-machi,Ō-KitaTani-machi
tetsuba-08,hikari-05,112.98,Soto-MatsuGin-machi,Ko-WaAkebono-machi
minami-07,hikari-05,111.85,NagaIkari-machi,Ko-WaAkebono-machi
naka-06,hikari-01,111.8,Aki-UmiNishi-machi,TaniUmi-machi
tetsuba-03,hikari-06,111.27,Naka-IshiSaka-machi,Shin-NakaSuna-machi
tsukimachi-08,hikari-07,110.13,Shimo-AkebonoNaka-machi,Shin-TsukiNami-machi
minami-04,hikari-06,109.83,Shin-SuzuTera-machi,Shin-NakaSuna-machi
hikari-10,hikari-10,107.71,Ko-TenHigashi-machi,Ko-TenHigashi-machi
tsukimachi-02,hikari-02,106.86,Higashi-KiKumo-machi,Ō-KitaTani-machi
naka-01,hikari-07,106.86,Shin-NakaMatsu-machi,Shin-TsukiNami-machi
hikari-08,tsukimachi-04,106.62,Hon-MiyaWa-machi,Kurenai-HikariKura-machi
tetsuba-05,hikari-08,105.56,Ko-NamiTsuki-machi,Hon-MiyaWa-machi
hikari-05,hikari-08,105.43,Ko-WaAkebono-machi,Hon-MiyaWa-machi
minami-04,hikari-07,104.41,Shin-SuzuTera-machi,Shin-TsukiNami-machi
minami-05,hikari-09,104.35,Yū-BashiAka-machi,MinamiAshi-machi
minami-09,naka-05,103.91,Kurenai-IkariKi-machi,AkebonoMiya-machi
minami-07,hikari-04,102.3,NagaIkari-machi,Higashi-TakeTera-machi
tsukimachi-02,hikari-04,102.01,Higashi-KiKumo-machi,Higashi-TakeTera-machi
tsukimachi-05,tsukimachi-04,101.28,Ō-KumoHikari-machi,Kurenai-HikariKura-machi
hikari-02,hikari-09,100.58,Ō-KitaTani-machi,MinamiAshi-machi
minami-07,hikari-08,100.23,NagaIkari-machi,Hon-MiyaWa-machi
tsukimachi-02,hikari-06,99.91,Higashi-KiKumo-machi,Shin-NakaSuna-machi
naka-05,hikari-09,99.8,AkebonoMiya-machi,MinamiAshi-machi
minami-09,hikari-08,98.16,Kurenai-IkariKi-machi,Hon-MiyaWa-machi
hikari-03,hikari-10,97.89,Higashi-YamaNaga-machi,Ko-TenHigashi-machi
minami-08,tsukimachi-04,96.27,BashiHikari-machi,Kurenai-HikariKura-machi
tsukimachi-03,hikari-05,95.95,NamiMiya-machi,Ko-WaAkebono-machi
tetsuba-08,tsukimachi-04,95.63,Soto-MatsuGin-machi,Kurenai-HikariKura-machi
tetsuba-03,naka-05,95.35,Naka-IshiSaka-machi,AkebonoMiya-machi
tsukimachi-03,hikari-04,93.62,NamiMiya-machi,Higashi-TakeTera-machi
naka-06,hikari-05,92.22,Aki-UmiNishi-machi,Ko-WaAkebono-machi
naka-04,hikari-04,92.15,Ko-MinatoAka-machi,Higashi-TakeTera-machi
hikari-06,hikari-10,91.04,Shin-NakaSuna-machi,Ko-TenHigashi-machi
rural_south-04,tsukimachi-04,88.57,Shiro-AoKita-machi,Kurenai-HikariKura-machi
minami-03,hikari-01,86.55,KitaHiro-machi,TaniUmi-machi
tsukimachi-03,naka-05,85.04,NamiMiya-machi,AkebonoMiya-machi
tetsuba-05,hikari-09,84.94,Ko-NamiTsuki-machi,MinamiAshi-machi
minami-01,tsukimachi-04,84.78,Midori-IshiShiro-machi,Kurenai-HikariKura-machi
tetsuba-04,hikari-10,84.71,Ao-IshiIkari-machi,Ko-TenHigashi-machi
hikari-03,hikari-09,83.54,Higashi-YamaNaga-machi,MinamiAshi-machi
minato_kita-03,hikari-02,82.63,Haru-MiyaHigashi-machi,Ō-KitaTani-machi
higashi-03,hikari-10,82.6,Yū-HikariTani-machi,Ko-TenHigashi-machi
tetsuba-08,hikari-04,82.42,Soto-MatsuGin-machi,Higashi-TakeTera-machi
tenro-04,hikari-03,80.23,Ko-AshiKumo-machi,Higashi-YamaNaga-machi
minami-05,tsukimachi-04,80.06,Yū-BashiAka-machi,Kurenai-HikariKura-machi
hikari-04,hikari-08,79.53,Higashi-TakeTera-machi,Hon-MiyaWa-machi
tsukimachi-03,hikari-02,79.34,NamiMiya-machi,Ō-KitaTani-machi
tetsuba-07,hikari-08,79.01,Minami-MinamiAme-machi,Hon-MiyaWa-machi
nishi-03,tsukimachi-03,78.82,Ō-TsukiUmi-machi,NamiMiya-machi
higashi-01,naka-03,77.0,Kita-FuruTsuki-machi,KamiSuzu-machi
minami-03,hikari-04,76.47,KitaHiro-machi,Higashi-TakeTera-machi
hikari-02,hikari-10,75.87,Ō-KitaTani-machi,Ko-TenHigashi-machi
higashi-02,hikari-10,75.84,NishiMiya-machi,Ko-TenHigashi-machi
hikari-01,hikari-08,75.59,TaniUmi-machi,Hon-MiyaWa-machi
minami-03,hikari-05,75.06,KitaHiro-machi,Ko-WaAkebono-machi
tenro-04,hikari-07,74.23,Ko-AshiKumo-machi,Shin-TsukiNami-machi
tsukimachi-08,hikari-01,74.22,Shimo-AkebonoNaka-machi,TaniUmi-machi
tetsuba-03,hikari-02,74.2,Naka-IshiSaka-machi,Ō-KitaTani-machi
hikari-10,hikari-08,74.15,Ko-TenHigashi-machi,Hon-MiyaWa-machi
tetsuba-07,hikari-09,72.22,Minami-MinamiAme-machi,MinamiAshi-machi
hikari-09,hikari-10,71.91,MinamiAshi-machi,Ko-TenHigashi-machi
tetsuba-05,tsukimachi-04,71.61,Ko-NamiTsuki-machi,Kurenai-HikariKura-machi
naka-07,tetsuba-08,70.64,Shiro-ShioSaka-machi,Soto-MatsuGin-machi
tetsuba-03,hikari-01,69.54,Naka-IshiSaka-machi,TaniUmi-machi
tetsuba-03,tsukimachi-04,69.4,Naka-IshiSaka-machi,Kurenai-HikariKura-machi
minami-03,naka-05,69.13,KitaHiro-machi,AkebonoMiya-machi
minato_kita-04,hikari-09,68.91,Ao-KawaYama-machi,MinamiAshi-machi
naka-09,hikari-08,67.19,Ao-KamiShiro-machi,Hon-MiyaWa-machi
minami-06,hikari-10,66.94,Kurenai-MinatoKura-machi,Ko-TenHigashi-machi
tetsuba-02,hikari-10,66.62,MinamiNaka-machi,Ko-TenHigashi-machi
tsukimachi-08,naka-05,66.5,Shimo-AkebonoNaka-machi,AkebonoMiya-machi
naka-06,hikari-04,65.63,Aki-UmiNishi-machi,Higashi-TakeTera-machi
minato_kita-03,hikari-03,65.6,Haru-MiyaHigashi-machi,Higashi-YamaNaga-machi
minato_kita-04,tsukimachi-04,65.37,Ao-KawaYama-machi,Kurenai-HikariKura-machi
tsukimachi-03,hikari-06,65.3,NamiMiya-machi,Shin-NakaSuna-machi
tetsuba-04,tetsuba-08,65.18,Ao-IshiIkari-machi,Soto-MatsuGin-machi
tsukimachi-04,hikari-10,64.48,Kurenai-HikariKura-machi,Ko-TenHigashi-machi
minami-03,hikari-08,63.8,KitaHiro-machi,Hon-MiyaWa-machi
naka-01,hikari-03,63.37,Shin-NakaMatsu-machi,Higashi-YamaNaga-machi
tsukimachi-04,hikari-08,63.0,Kurenai-HikariKura-machi,Hon-MiyaWa-machi
naka-09,hikari-09,62.9,Ao-KamiShiro-machi,MinamiAshi-machi
tenro-04,tsukimachi-04,60.36,Ko-AshiKumo-machi,Kurenai-HikariKura-machi
naka-01,hikari-06,60.28,Shin-NakaMatsu-machi,Shin-NakaSuna-machi
tetsuba-08,hikari-08,59.89,Soto-MatsuGin-machi,Hon-MiyaWa-machi
naka-06,tsukimachi-04,58.69,Aki-UmiNishi-machi,Kurenai-HikariKura-machi
hikari-10,hikari-09,58.52,Ko-TenHigashi-machi,MinamiAshi-machi
higashi-02,tetsuba-08,58.38,NishiMiya-machi,Soto-MatsuGin-machi
minami-04,hikari-02,57.97,Shin-SuzuTera-machi,Ō-KitaTani-machi
tetsuba-03,hikari-05,56.59,Naka-IshiSaka-machi,Ko-WaAkebono-machi
hikari-05,hikari-09,56.02,Ko-WaAkebono-machi,MinamiAshi-machi
naka-02,hikari-08,55.76,Shimo-SakuraHiro-machi,Hon-MiyaWa-machi
hikari-05,hikari-10,54.28,Ko-WaAkebono-machi,Ko-TenHigashi-machi
tetsuba-08,hikari-09,53.91,Soto-MatsuGin-machi,MinamiAshi-machi
hikari-08,hikari-10,53.88,Hon-MiyaWa-machi,Ko-TenHigashi-machi
higashi-01,tetsuba-03,53.13,Kita-FuruTsuki-machi,Naka-IshiSaka-machi
naka-03,naka-03,52.6,KamiSuzu-machi,KamiSuzu-machi
naka-09,hikari-10,52.18,Ao-KamiShiro-machi,Ko-TenHigashi-machi
minami-07,hikari-09,52.0,NagaIkari-machi,MinamiAshi-machi
minami-04,hikari-03,51.37,Shin-SuzuTera-machi,Higashi-YamaNaga-machi
higashi-01,naka-06,50.99,Kita-FuruTsuki-machi,Aki-UmiNishi-machi
naka-03,tetsuba-08,50.79,KamiSuzu-machi,Soto-MatsuGin-machi
tsukimachi-04,hikari-09,50.68,Kurenai-HikariKura-machi,MinamiAshi-machi
naka-02,hikari-09,50.25,Shimo-SakuraHiro-machi,MinamiAshi-machi
tetsuba-07,hikari-10,50.21,Minami-MinamiAme-machi,Ko-TenHigashi-machi
higashi-03,tetsuba-08,49.65,Yū-HikariTani-machi,Soto-MatsuGin-machi
minami-08,hikari-10,48.89,BashiHikari-machi,Ko-TenHigashi-machi
naka-10,tetsuba-08,48.43,Higashi-NamiShio-machi,Soto-MatsuGin-machi
higashi-03,higashi-01,46.91,Yū-HikariTani-machi,Kita-FuruTsuki-machi
tsukimachi-08,hikari-06,46.61,Shimo-AkebonoNaka-machi,Shin-NakaSuna-machi
tsukimachi-08,hikari-05,46.5,Shimo-AkebonoNaka-machi,Ko-WaAkebono-machi
minato_kita-03,hikari-01,45.94,Haru-MiyaHigashi-machi,TaniUmi-machi
nishi-04,hikari-03,44.84,Shimo-TakeKawa-machi,Higashi-YamaNaga-machi
tsukimachi-08,hikari-02,44.21,Shimo-AkebonoNaka-machi,Ō-KitaTani-machi
naka-02,hikari-10,43.78,Shimo-SakuraHiro-machi,Ko-TenHigashi-machi
tsukimachi-03,tsukimachi-03,42.66,NamiMiya-machi,NamiMiya-machi
minami-01,hikari-10,42.43,Midori-IshiShiro-machi,Ko-TenHigashi-machi
hikari-01,hikari-10,41.55,TaniUmi-machi,Ko-TenHigashi-machi
minato_kita-03,hikari-04,41.29,Haru-MiyaHigashi-machi,Higashi-TakeTera-machi
minami-09,hikari-09,40.76,Kurenai-IkariKi-machi,MinamiAshi-machi
tenro-04,naka-05,40.74,Ko-AshiKumo-machi,AkebonoMiya-machi
minami-05,hikari-10,40.52,Yū-BashiAka-machi,Ko-TenHigashi-machi
hikari-01,hikari-09,40.32,TaniUmi-machi,MinamiAshi-machi
tetsuba-03,hikari-04,40.32,Naka-IshiSaka-machi,Higashi-TakeTera-machi
naka-01,hikari-02,39.73,Shin-NakaMatsu-machi,Ō-KitaTani-machi
naka-10,tsukimachi-03,39.64,Higashi-NamiShio-machi,NamiMiya-machi
higashi-03,minami-07,39.61,Yū-HikariTani-machi,NagaIkari-machi
minato_kita-03,hikari-05,39.07,Haru-MiyaHigashi-machi,Ko-WaAkebono-machi
minami-07,tsukimachi-04,38.67,NagaIkari-machi,Kurenai-HikariKura-machi
nishi-04,hikari-01,38.32,Shimo-TakeKawa-machi,TaniUmi-machi
hikari-04,hikari-09,37.47,Higashi-TakeTera-machi,MinamiAshi-machi
tetsuba-08,tetsuba-08,37.42,Soto-MatsuGin-machi,Soto-MatsuGin-machi
nishi-06,hikari-08,37.27,Haru-KitaBashi-machi,Hon-MiyaWa-machi
naka-10,naka-10,36.33,Higashi-NamiShio-machi,Higashi-NamiShio-machi
tsukimachi-08,hikari-04,35.3,Shimo-AkebonoNaka-machi,Higashi-TakeTera-machi
tenro-04,hikari-06,35.24,Ko-AshiKumo-machi,Shin-NakaSuna-machi
naka-01,naka-05,34.14,Shin-NakaMatsu-machi,AkebonoMiya-machi
naka-10,naka-06,34.05,Higashi-NamiShio-machi,Aki-UmiNishi-machi
tenro-04,hikari-01,33.94,Ko-AshiKumo-machi,TaniUmi-machi
nishi-06,hikari-10,33.4,Haru-KitaBashi-machi,Ko-TenHigashi-machi
hikari-04,hikari-10,33.3,Higashi-TakeTera-machi,Ko-TenHigashi-machi
rural_south-04,hikari-08,33.3,Shiro-AoKita-machi,Hon-MiyaWa-machi
tetsuba-05,hikari-10,32.65,Ko-NamiTsuki-machi,Ko-TenHigashi-machi
tetsuba-06,hikari-07,32.64,Hon-TeraKita-machi,Shin-TsukiNami-machi
minami-04,hikari-01,32.64,Shin-SuzuTera-machi,TaniUmi-machi
nishi-01,tsukimachi-03,32.5,AmeNami-machi,NamiMiya-machi
minato_kita-04,hikari-10,31.74,Ao-KawaYama-machi,Ko-TenHigashi-machi
naka-07,naka-06,31.49,Shiro-ShioSaka-machi,Aki-UmiNishi-machi
nishi-04,tsukimachi-04,30.66,Shimo-TakeKawa-machi,Kurenai-HikariKura-machi
naka-04,hikari-08,30.47,Ko-MinatoAka-machi,Hon-MiyaWa-machi
naka-01,hikari-01,30.02,Shin-NakaMatsu-machi,TaniUmi-machi
minami-09,tsukimachi-04,29.6,Kurenai-IkariKi-machi,Kurenai-HikariKura-machi
minato_kita-03,naka-05,29.49,Haru-MiyaHigashi-machi,AkebonoMiya-machi
tetsuba-08,hikari-10,29.45,Soto-MatsuGin-machi,Ko-TenHigashi-machi
naka-07,tetsuba-03,29.25,Shiro-ShioSaka-machi,Naka-IshiSaka-machi
kamikura-04,hikari-07,28.97,Hon-MinatoKita-machi,Shin-TsukiNami-machi
minami-03,hikari-09,28.89,KitaHiro-machi,MinamiAshi-machi
minami-04,hikari-05,28.37,Shin-SuzuTera-machi,Ko-WaAkebono-machi
minami-04,hikari-04,28.06,Shin-SuzuTera-machi,Higashi-TakeTera-machi
naka-04,hikari-10,28.01,Ko-MinatoAka-machi,Ko-TenHigashi-machi
naka-04,hikari-09,27.93,Ko-MinatoAka-machi,MinamiAshi-machi
naka-07,naka-03,27.56,Shiro-ShioSaka-machi,KamiSuzu-machi
naka-06,hikari-08,27.0,Aki-UmiNishi-machi,Hon-MiyaWa-machi
tenro-04,hikari-02,26.96,Ko-AshiKumo-machi,Ō-KitaTani-machi
naka-01,hikari-05,26.35,Shin-NakaMatsu-machi,Ko-WaAkebono-machi
nishi-03,hikari-08,26.34,Ō-TsukiUmi-machi,Hon-MiyaWa-machi
tsukimachi-04,tsukimachi-03,26.26,Kurenai-HikariKura-machi,NamiMiya-machi
minato_kita-03,hikari-08,26.23,Haru-MiyaHigashi-machi,Hon-MiyaWa-machi
nishi-06,hikari-09,25.74,Haru-KitaBashi-machi,MinamiAshi-machi
nishi-04,hikari-07,25.7,Shimo-TakeKawa-machi,Shin-TsukiNami-machi
higashi-01,minami-05,25.31,Kita-FuruTsuki-machi,Yū-BashiAka-machi
naka-08,naka-06,25.29,Yū-HigashiAo-machi,Aki-UmiNishi-machi
tetsuba-03,hikari-08,25.18,Naka-IshiSaka-machi,Hon-MiyaWa-machi
tsukimachi-01,hikari-08,25.11,Shimo-HaraHikari-machi,Hon-MiyaWa-machi
minami-04,naka-05,24.56,Shin-SuzuTera-machi,AkebonoMiya-machi
naka-06,hikari-10,24.56,Aki-UmiNishi-machi,Ko-TenHigashi-machi
tenro-04,hikari-05,24.31,Ko-AshiKumo-machi,Ko-WaAkebono-machi
tsukimachi-01,hikari-10,24.09,Shimo-HaraHikari-machi,Ko-TenHigashi-machi
tsukimachi-01,tsukimachi-03,24.08,Shimo-HaraHikari-machi,NamiMiya-machi
nishi-03,hikari-10,23.87,Ō-TsukiUmi-machi,Ko-TenHigashi-machi
naka-08,tetsuba-08,23.49,Yū-HigashiAo-machi,Soto-MatsuGin-machi
tetsuba-03,hikari-09,23.22,Naka-IshiSaka-machi,MinamiAshi-machi
minami-04,hikari-08,23.22,Shin-SuzuTera-machi,Hon-MiyaWa-machi
naka-03,naka-06,23.11,KamiSuzu-machi,Aki-UmiNishi-machi
naka-06,hikari-09,23.01,Aki-UmiNishi-machi,MinamiAshi-machi
naka-10,tetsuba-03,22.45,Higashi-NamiShio-machi,Naka-IshiSaka-machi
naka-09,tetsuba-08,21.71,Ao-KamiShiro-machi,Soto-MatsuGin-machi
naka-10,naka-03,21.33,Higashi-NamiShio-machi,KamiSuzu-machi
kamikura-04,hikari-03,21.29,Hon-MinatoKita-machi,Higashi-YamaNaga-machi
higashi-02,tetsuba-03,20.84,NishiMiya-machi,Naka-IshiSaka-machi
minami-03,tsukimachi-04,20.74,KitaHiro-machi,Kurenai-HikariKura-machi
tetsuba-04,tetsuba-03,20.45,Ao-IshiIkari-machi,Naka-IshiSaka-machi
minami-06,tetsuba-08,20.36,Kurenai-MinatoKura-machi,Soto-MatsuGin-machi
tetsuba-06,hikari-06,20.15,Hon-TeraKita-machi,Shin-NakaSuna-machi
tsukimachi-02,tsukimachi-03,20.07,Higashi-KiKumo-machi,NamiMiya-machi
naka-01,hikari-04,19.95,Shin-NakaMatsu-machi,Higashi-TakeTera-machi
minami-07,hikari-10,18.51,NagaIkari-machi,Ko-TenHigashi-machi
tsukimachi-01,hikari-09,18.48,Shimo-HaraHikari-machi,MinamiAshi-machi
nishi-03,hikari-09,18.39,Ō-TsukiUmi-machi,MinamiAshi-machi
nishi-04,hikari-04,18.15,Shimo-TakeKawa-machi,Higashi-TakeTera-machi
higashi-02,minami-07,18.09,NishiMiya-machi,NagaIkari-machi
tetsuba-04,naka-03,17.9,Ao-IshiIkari-machi,KamiSuzu-machi
tenro-05,hikari-07,17.65,Naka-ShiroIshi-machi,Shin-TsukiNami-machi
tetsuba-06,hikari-03,17.58,Hon-TeraKita-machi,Higashi-YamaNaga-machi
kamikura-04,hikari-06,17.5,Hon-MinatoKita-machi,Shin-NakaSuna-machi
tenro-04,hikari-04,17.32,Ko-AshiKumo-machi,Higashi-TakeTera-machi
tsukimachi-05,hikari-08,17.24,Ō-KumoHikari-machi,Hon-MiyaWa-machi
naka-07,tsukimachi-03,16.96,Shiro-ShioSaka-machi,NamiMiya-machi
naka-08,tsukimachi-03,16.89,Yū-HigashiAo-machi,NamiMiya-machi
tenro-05,hikari-03,16.89,Naka-ShiroIshi-machi,Higashi-YamaNaga-machi
nishi-04,hikari-05,16.82,Shimo-TakeKawa-machi,Ko-WaAkebono-machi
higashi-03,naka-03,16.63,Yū-HikariTani-machi,KamiSuzu-machi
minami-01,minami-07,16.6,Midori-IshiShiro-machi,NagaIkari-machi
higashi-01,tsukimachi-03,16.41,Kita-FuruTsuki-machi,NamiMiya-machi
higashi-02,naka-03,16.04,NishiMiya-machi,KamiSuzu-machi
tetsuba-02,tetsuba-08,15.79,MinamiNaka-machi,Soto-MatsuGin-machi
higashi-03,tetsuba-03,15.71,Yū-HikariTani-machi,Naka-IshiSaka-machi
tsukimachi-02,hikari-10,15.33,Higashi-KiKumo-machi,Ko-TenHigashi-machi
