id,kind,x,y,district,machi,jobs,capacity,floors,footprint_m2
poi00353,convenience,-3666.3,1450.1,tsukimachi,tsukimachi-07,7,0,1,180.0
poi00354,shop_street,-4626.7,660.9,tsukimachi,tsukimachi-07,12,0,1,900.0
poi00355,clinic,-3865.8,1596.4,tsukimachi,tsukimachi-07,9,0,2,420.0
poi00356,shrine,-4582.6,570.7,tsukimachi,tsukimachi-07,2,0,1,700.0
poi00357,park,-4442.7,825.7,tsukimachi,tsukimachi-07,2,0,0,4800.0
poi00358,convenience,-415.5,6170.9,naka,naka-04,7,0,1,180.0
poi00359,shop_street,31.8,6177.2,naka,naka-04,10,0,1,900.0
poi00360,shrine,-338.7,6300.3,naka,naka-04,2,0,1,700.0
poi00361,park,-1158.2,5663.1,naka,naka-04,2,0,0,4800.0
poi00362,convenience,-1106.2,-412.8,hikari,hikari-01,7,0,1,180.0
poi00363,convenience,-1683.3,172.9,hikari,hikari-01,7,0,1,180.0
poi00364,convenience,-1489.2,514.9,hikari,hikari-01,7,0,1,180.0
poi00365,convenience,-1186.8,-404.0,hikari,hikari-01,7,0,1,180.0
poi00366,convenience,-1639.6,-443.9,hikari,hikari-01,7,0,1,180.0
poi00367,convenience,-1289.9,-644.1,hikari,hikari-01,7,0,1,180.0
poi00368,convenience,-1186.1,296.2,hikari,hikari-01,7,0,1,180.0
poi00369,shop_street,-2088.6,-196.1,hikari,hikari-01,63,0,1,900.0
poi00370,school_primary,-1611.5,-252.1,hikari,hikari-01,28,520,3,3400.0
poi00371,school_junior_high,-2104.2,-175.1,hikari,hikari-01,44,620,3,5200.0
poi00372,clinic,-1869.6,-839.3,hikari,hikari-01,9,0,2,420.0
poi00373,clinic,-1674.4,-605.1,hikari,hikari-01,9,0,2,420.0
poi00374,clinic,-1215.6,-250.2,hikari,hikari-01,9,0,2,420.0
poi00375,clinic,-1223.7,-426.9,hikari,hikari-01,9,0,2,420.0
poi00376,clinic,-1840.4,447.3,hikari,hikari-01,9,0,2,420.0
poi00377,shrine,-2089.1,-206.5,hikari,hikari-01,2,0,1,700.0
poi00378,police_box,-1882.1,-507.1,hikari,hikari-01,6,0,1,140.0
poi00379,petrol,-1611.7,-74.2,hikari,hikari-01,5,0,1,1100.0
poi00380,parking,-1611.7,-74.2,hikari,hikari-01,6,0,5,2600.0
poi00381,convenience,-1265.9,-725.9,hikari,hikari-04,7,0,1,180.0
poi00382,convenience,-1265.9,-725.9,hikari,hikari-04,7,0,1,180.0
poi00383,convenience,-1265.9,-725.9,hikari,hikari-04,7,0,1,180.0
poi00384,convenience,-1265.9,-725.9,hikari,hikari-04,7,0,1,180.0
poi00385,convenience,-1265.9,-725.9,hikari,hikari-04,7,0,1,180.0
poi00386,convenience,-1265.9,-725.9,hikari,hikari-04,7,0,1,180.0
poi00387,shop_street,-1316.5,-915.7,hikari,hikari-04,55,0,1,900.0
poi00388,school_primary,-338.8,-1023.4,hikari,hikari-04,28,520,3,3400.0
poi00389,school_junior_high,-1456.2,-1309.6,hikari,hikari-04,44,620,3,5200.0
poi00390,clinic,-1322.8,-1245.1,hikari,hikari-04,9,0,2,420.0
poi00391,clinic,-321.0,-845.9,hikari,hikari-04,9,0,2,420.0
poi00392,clinic,-480.3,-894.8,hikari,hikari-04,9,0,2,420.0
poi00393,shrine,-323.9,-1069.7,hikari,hikari-04,2,0,1,700.0
poi00394,bank,-429.6,-749.0,hikari,hikari-04,14,0,3,900.0
poi00395,post_office,-429.6,-749.0,hikari,hikari-04,11,0,2,650.0
poi00396,police_box,-1265.9,-725.9,hikari,hikari-04,6,0,1,140.0
poi00397,petrol,-1265.9,-725.9,hikari,hikari-04,5,0,1,1100.0
poi00398,convenience,-1085.2,70.8,hikari,hikari-05,7,0,1,180.0
poi00399,convenience,-1085.2,70.8,hikari,hikari-05,7,0,1,180.0
poi00400,convenience,-1085.2,70.8,hikari,hikari-05,7,0,1,180.0
poi00401,convenience,-1085.2,70.8,hikari,hikari-05,7,0,1,180.0
poi00402,convenience,-1085.2,70.8,hikari,hikari-05,7,0,1,180.0
poi00403,convenience,-1085.2,70.8,hikari,hikari-05,7,0,1,180.0
poi00404,convenience,-1085.2,70.8,hikari,hikari-05,7,0,1,180.0
poi00405,shop_street,-472.0,87.5,hikari,hikari-05,59,0,1,900.0
poi00406,school_primary,-866.8,93.3,hikari,hikari-05,28,520,3,3400.0
poi00407,school_junior_high,-476.8,530.3,hikari,hikari-05,44,620,3,5200.0
poi00408,clinic,-887.3,245.8,hikari,hikari-05,9,0,2,420.0
poi00409,clinic,-783.5,734.0,hikari,hikari-05,9,0,2,420.0
poi00410,clinic,-237.8,691.0,hikari,hikari-05,9,0,2,420.0
poi00411,shrine,-575.2,-43.1,hikari,hikari-05,2,0,1,700.0
poi00412,post_office,-833.0,-257.7,hikari,hikari-05,11,0,2,650.0
poi00413,petrol,-1085.2,70.8,hikari,hikari-05,5,0,1,1100.0
poi00414,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00415,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00416,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00417,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00418,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00419,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00420,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00421,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00422,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00423,convenience,-235.0,-477.0,hikari,hikari-02,7,0,1,180.0
poi00424,shop_street,332.7,-452.0,hikari,hikari-02,86,0,1,900.0
poi00425,school_primary,-27.3,126.8,hikari,hikari-02,28,520,3,3400.0
poi00426,school_primary,688.4,38.5,hikari,hikari-02,28,520,3,3400.0
poi00427,school_junior_high,36.6,263.4,hikari,hikari-02,44,620,3,5200.0
poi00428,clinic,100.6,115.4,hikari,hikari-02,9,0,2,420.0
poi00429,clinic,636.2,-264.2,hikari,hikari-02,9,0,2,420.0
poi00430,clinic,1006.2,406.3,hikari,hikari-02,9,0,2,420.0
poi00431,clinic,531.5,96.0,hikari,hikari-02,9,0,2,420.0
poi00432,clinic,809.5,311.6,hikari,hikari-02,9,0,2,420.0
poi00433,shrine,890.7,-84.5,hikari,hikari-02,2,0,1,700.0
poi00434,police_box,-235.0,-477.0,hikari,hikari-02,6,0,1,140.0
poi00435,petrol,-235.0,-477.0,hikari,hikari-02,5,0,1,1100.0
poi00436,parking,-235.0,-477.0,hikari,hikari-02,6,0,5,2600.0
poi00437,convenience,-4594.6,4422.0,tsukimachi,tsukimachi-02,7,0,1,180.0
poi00438,shop_street,-3277.3,5132.7,tsukimachi,tsukimachi-02,9,0,1,900.0
poi00439,shrine,-4327.5,4558.3,tsukimachi,tsukimachi-02,2,0,1,700.0
poi00440,park,-4226.7,4388.2,tsukimachi,tsukimachi-02,2,0,0,4800.0
poi00441,park,-2529.9,5420.0,tsukimachi,tsukimachi-08,2,0,0,4800.0
poi00442,convenience,3364.8,3743.4,tetsuba,tetsuba-04,7,0,1,180.0
poi00443,convenience,3364.8,3743.4,tetsuba,tetsuba-04,7,0,1,180.0
poi00444,convenience,3364.8,3743.4,tetsuba,tetsuba-04,7,0,1,180.0
poi00445,convenience,3364.8,3743.4,tetsuba,tetsuba-04,7,0,1,180.0
poi00446,shop_street,3419.9,3724.7,tetsuba,tetsuba-04,32,0,1,900.0
poi00447,school_primary,3475.4,4220.3,tetsuba,tetsuba-04,28,520,3,3400.0
poi00448,school_junior_high,4098.8,5037.4,tetsuba,tetsuba-04,44,620,3,5200.0
poi00449,clinic,4200.7,4341.4,tetsuba,tetsuba-04,9,0,2,420.0
poi00450,clinic,4778.2,4074.4,tetsuba,tetsuba-04,9,0,2,420.0
poi00451,clinic,4379.1,3856.1,tetsuba,tetsuba-04,9,0,2,420.0
poi00452,shrine,3946.2,4827.5,tetsuba,tetsuba-04,2,0,1,700.0
poi00453,park,4826.8,4850.4,tetsuba,tetsuba-04,2,0,0,4800.0
poi00454,convenience,5732.8,1110.4,minami,minami-01,7,0,1,180.0
poi00455,convenience,5979.7,811.4,minami,minami-01,7,0,1,180.0
poi00456,convenience,6057.8,1342.6,minami,minami-01,7,0,1,180.0
poi00457,shop_street,6077.8,1029.9,minami,minami-01,26,0,1,900.0
poi00458,school_junior_high,6223.8,1304.7,minami,minami-01,44,620,3,5200.0
poi00459,clinic,5900.5,1164.0,minami,minami-01,9,0,2,420.0
poi00460,clinic,5774.7,808.1,minami,minami-01,9,0,2,420.0
poi00461,shrine,6209.5,1296.2,minami,minami-01,2,0,1,700.0
poi00462,park,5856.4,888.3,minami,minami-01,2,0,0,4800.0
poi00463,shop_street,6911.3,992.0,minami,minami-03,6,0,1,900.0
poi00464,shrine,6896.4,872.5,minami,minami-03,2,0,1,700.0
poi00465,park,6849.3,1006.0,minami,minami-03,2,0,0,4800.0
poi00466,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00467,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00468,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00469,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00470,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00471,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00472,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00473,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00474,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00475,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00476,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00477,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00478,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00479,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00480,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00481,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00482,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00483,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00484,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00485,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00486,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00487,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00488,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00489,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00490,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00491,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00492,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00493,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00494,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00495,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00496,convenience,6929.9,1078.5,higashi,higashi-01,7,0,1,180.0
poi00497,shop_street,8119.4,1095.2,higashi,higashi-01,254,0,1,900.0
poi00498,school_primary,8627.3,2364.0,higashi,higashi-01,28,520,3,3400.0
poi00499,school_primary,8346.2,1956.7,higashi,higashi-01,28,520,3,3400.0
poi00500,school_primary,7070.4,1574.6,higashi,higashi-01,28,520,3,3400.0
poi00501,school_primary,7103.6,1927.4,higashi,higashi-01,28,520,3,3400.0
poi00502,school_primary,8791.0,1251.7,higashi,higashi-01,28,520,3,3400.0
poi00503,school_primary,6792.5,1475.8,higashi,higashi-01,28,520,3,3400.0
poi00504,school_primary,7544.2,1855.6,higashi,higashi-01,28,520,3,3400.0
poi00505,school_primary,8998.9,1594.3,higashi,higashi-01,28,520,3,3400.0
poi00506,school_primary,7447.8,1460.6,higashi,higashi-01,28,520,3,3400.0
poi00507,school_primary,9149.9,1713.1,higashi,higashi-01,28,520,3,3400.0
poi00508,school_junior_high,8106.0,1703.4,higashi,higashi-01,44,620,3,5200.0
poi00509,clinic,8283.9,1644.8,higashi,higashi-01,9,0,2,420.0
poi00510,clinic,6927.6,1556.0,higashi,higashi-01,9,0,2,420.0
poi00511,clinic,7237.4,880.0,higashi,higashi-01,9,0,2,420.0
poi00512,clinic,7659.1,1370.9,higashi,higashi-01,9,0,2,420.0
poi00513,clinic,8279.9,999.3,higashi,higashi-01,9,0,2,420.0
poi00514,clinic,8868.3,1975.2,higashi,higashi-01,9,0,2,420.0
poi00515,clinic,8526.0,496.0,higashi,higashi-01,9,0,2,420.0
poi00516,clinic,8135.5,1653.9,higashi,higashi-01,9,0,2,420.0
poi00517,clinic,8394.3,1305.5,higashi,higashi-01,9,0,2,420.0
poi00518,clinic,8030.2,939.9,higashi,higashi-01,9,0,2,420.0
poi00519,clinic,8249.5,1762.1,higashi,higashi-01,9,0,2,420.0
poi00520,clinic,7567.2,2074.5,higashi,higashi-01,9,0,2,420.0
poi00521,clinic,7118.6,1393.5,higashi,higashi-01,9,0,2,420.0
poi00522,clinic,7380.1,2433.9,higashi,higashi-01,9,0,2,420.0
poi00523,clinic,9375.3,1435.7,higashi,higashi-01,9,0,2,420.0
poi00524,clinic,7492.2,1210.8,higashi,higashi-01,9,0,2,420.0
poi00525,clinic,7323.8,2073.7,higashi,higashi-01,9,0,2,420.0
poi00526,clinic,6900.2,1346.4,higashi,higashi-01,9,0,2,420.0
poi00527,clinic,7939.7,2326.4,higashi,higashi-01,9,0,2,420.0
poi00528,clinic,8181.3,1765.1,higashi,higashi-01,9,0,2,420.0
poi00529,clinic,8464.6,1796.8,higashi,higashi-01,9,0,2,420.0
poi00530,clinic,7395.1,1211.9,higashi,higashi-01,9,0,2,420.0
poi00531,shrine,7326.3,1463.6,higashi,higashi-01,2,0,1,700.0
poi00532,bank,6706.1,1594.1,higashi,higashi-01,14,0,3,900.0
poi00533,park,8178.2,2215.3,higashi,higashi-01,2,0,0,4800.0
poi00534,petrol,6929.9,1078.5,higashi,higashi-01,5,0,1,1100.0
poi00535,parking,6929.9,1078.5,higashi,higashi-01,6,0,5,2600.0
poi00536,convenience,5845.4,170.7,minami,minami-09,7,0,1,180.0
poi00537,shop_street,5888.1,206.4,minami,minami-09,10,0,1,900.0
poi00538,park,5532.7,43.9,minami,minami-09,2,0,0,4800.0
poi00539,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00540,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00541,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00542,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00543,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00544,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00545,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00546,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00547,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00548,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00549,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00550,convenience,94.7,4833.8,naka,naka-10,7,0,1,180.0
poi00551,shop_street,-499.2,4135.0,naka,naka-10,97,0,1,900.0
poi00552,school_primary,-1005.7,4535.2,naka,naka-10,28,520,3,3400.0
poi00553,school_primary,-561.7,4141.2,naka,naka-10,28,520,3,3400.0
poi00554,school_primary,-815.8,4464.0,naka,naka-10,28,520,3,3400.0
poi00555,school_junior_high,-903.7,5032.6,naka,naka-10,44,620,3,5200.0
poi00556,clinic,-190.8,4374.4,naka,naka-10,9,0,2,420.0
poi00557,clinic,-465.2,3942.9,naka,naka-10,9,0,2,420.0
poi00558,clinic,-362.7,4570.2,naka,naka-10,9,0,2,420.0
poi00559,clinic,-90.9,4745.1,naka,naka-10,9,0,2,420.0
poi00560,clinic,-716.1,4653.7,naka,naka-10,9,0,2,420.0
poi00561,clinic,-970.0,3977.1,naka,naka-10,9,0,2,420.0
poi00562,clinic,-1229.1,4168.2,naka,naka-10,9,0,2,420.0
poi00563,shrine,-576.0,4151.2,naka,naka-10,2,0,1,700.0
poi00564,park,-803.2,4694.8,naka,naka-10,2,0,0,4800.0
poi00565,convenience,-7696.2,488.9,nishi,nishi-01,7,0,1,180.0
poi00566,shop_street,-7831.4,416.4,nishi,nishi-01,12,0,1,900.0
poi00567,clinic,-7139.1,1406.7,nishi,nishi-01,9,0,2,420.0
poi00568,shrine,-7005.4,967.2,nishi,nishi-01,2,0,1,700.0
poi00569,park,-6907.2,1355.9,nishi,nishi-01,2,0,0,4800.0
poi00570,convenience,-9301.4,2491.9,nishi,nishi-06,7,0,1,180.0
poi00571,convenience,-8035.6,2730.7,nishi,nishi-06,7,0,1,180.0
poi00572,convenience,-9030.3,3169.5,nishi,nishi-06,7,0,1,180.0
poi00573,convenience,-9483.8,1955.0,nishi,nishi-06,7,0,1,180.0
poi00574,shop_street,-9027.2,2916.0,nishi,nishi-06,32,0,1,900.0
poi00575,school_primary,-9028.3,2451.8,nishi,nishi-06,28,520,3,3400.0
poi00576,school_junior_high,-8977.5,2032.3,nishi,nishi-06,44,620,3,5200.0
poi00577,clinic,-8413.5,2290.6,nishi,nishi-06,9,0,2,420.0
poi00578,clinic,-9002.4,2426.1,nishi,nishi-06,9,0,2,420.0
poi00579,clinic,-8155.2,2812.5,nishi,nishi-06,9,0,2,420.0
poi00580,shrine,-8778.6,2154.3,nishi,nishi-06,2,0,1,700.0
poi00581,park,-8622.2,1794.8,nishi,nishi-06,2,0,0,4800.0
poi00582,convenience,-4912.3,-5000.8,rural_south,rural_south-04,7,0,1,180.0
poi00583,convenience,-4093.0,-4729.8,rural_south,rural_south-04,7,0,1,180.0
poi00584,convenience,-2274.3,-4245.7,rural_south,rural_south-04,7,0,1,180.0
poi00585,shop_street,-4719.9,-3512.6,rural_south,rural_south-04,24,0,1,900.0
poi00586,school_junior_high,-5140.7,-4590.8,rural_south,rural_south-04,44,620,3,5200.0
poi00587,clinic,-2951.8,-3909.1,rural_south,rural_south-04,9,0,2,420.0
poi00588,clinic,-4658.7,-3722.7,rural_south,rural_south-04,9,0,2,420.0
poi00589,shrine,-3378.8,-3153.8,rural_south,rural_south-04,2,0,1,700.0
poi00590,park,-4860.4,-3146.7,rural_south,rural_south-04,2,0,0,4800.0
poi00591,university,-554.0,2372.7,naka,naka-08,310,6000,5,24000.0
poi00592,university,-8653.1,3618.0,nishi,nishi-04,310,6000,5,24000.0
poi00593,university,8458.8,3397.9,higashi,higashi-03,310,6000,5,24000.0
poi00594,ward_office,-1020.1,4781.1,naka,naka-10,64,0,5,3800.0
poi00595,ward_office,2326.7,204.9,minato_kita,minato_kita-04,64,0,5,3800.0
poi00596,ward_office,-1072.3,1637.0,hikari,hikari-03,64,0,5,3800.0
poi00597,ward_office,-682.0,-1497.8,hikari,hikari-04,64,0,5,3800.0
poi00598,power_station,3600.0,4400.0,tetsuba,tetsuba-04,14,0,1,9000.0
poi00599,power_station,7400.0,-400.0,port,port-01,14,0,1,9000.0
poi00600,reservoir,2050.0,8600.0,,,4,0,0,5200.0
poi00601,reservoir,1180.0,9900.0,,,4,0,0,5200.0
poi00602,water_treatment,1900.0,6950.0,rural_north,rural_north-07,26,0,2,18000.0
poi00603,water_treatment,5950.0,1050.0,minami,minami-01,26,0,2,18000.0
poi00604,landfill,-8141.4,5288.4,rural_west,rural_west-06,12,0,1,26000.0
poi00605,landfill,42.7,10907.1,tenro,tenro-03,12,0,1,26000.0
poi00606,cemetery,-6082.2,9604.1,rural_west,rural_west-02,3,0,0,16000.0
poi00607,cemetery,-1424.8,9248.7,rural_north,rural_north-03,3,0,0,16000.0
poi00608,cemetery,9293.0,807.8,higashi,higashi-08,3,0,0,16000.0
poi00609,cemetery,-8354.7,-2775.9,rural_south,rural_south-06,3,0,0,16000.0
